i0,s0_idx,s0,s1,s1_label,s2,s2_label
80,496,"It would also be necessary ‘to smash the <b>decrepit</b>, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few’.","It would also be necessary ‘to smash the <b>creaky</b>, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few’.",inapt,"It would also be necessary ‘to smash the <b>run-down</b>, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few’.",inapt
81,496,"It would also be necessary ‘to smash the <b>decrepit</b>, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few’.","It would also be necessary ‘to smash the <b>flea-bitten</b>, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few’.",inapt,"It would also be necessary ‘to smash the <b>run-down</b>, effete constitution that allows a minority to capture power, and then use it ruthlessly in the interests of the privileged few’.",inapt
82,505,"Mr Cook argued that 10 years of Thatcherism had been forced on most people, who had never voted Conservative, and that many of those who opposed PR in the Labour Party wanted to use the same undemocratic <b>power</b> ‘to ram socialism down the throats of a majority who didn't vote for it’.","Mr Cook argued that 10 years of Thatcherism had been forced on most people, who had never voted Conservative, and that many of those who opposed PR in the Labour Party wanted to use the same undemocratic <b>force</b> ‘to ram socialism down the throats of a majority who didn't vote for it’.",apt,"Mr Cook argued that 10 years of Thatcherism had been forced on most people, who had never voted Conservative, and that many of those who opposed PR in the Labour Party wanted to use the same undemocratic <b>mightiness</b> ‘to ram socialism down the throats of a majority who didn't vote for it’.",inapt
83,517,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>turn</b>.","Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>chance</b>.",apt,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>bend</b>.",inapt
84,517,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>turn</b>.","Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>chance</b>.",apt,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>crook</b>.",inapt
85,517,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>turn</b>.","Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>chance</b>.",apt,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>twist</b>.",inapt
86,517,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>turn</b>.","Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>bend</b>.",inapt,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>crook</b>.",inapt
87,517,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>turn</b>.","Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>bend</b>.",inapt,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>twist</b>.",inapt
88,517,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>turn</b>.","Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>crook</b>.",inapt,"Labour would be acquiescing in a ‘democratic outrage’ if it continued arguing that, because the Conservatives had got away with being undemocratic for so long, it was now Labour's <b>twist</b>.",inapt
89,524,"It seemed strange to make that argument, Mr Cook said, when it was <b>clear</b> the whole policy review process was designed to placate the centre ground.","It seemed strange to make that argument, Mr Cook said, when it was <b>obvious</b> the whole policy review process was designed to placate the centre ground.",apt,"It seemed strange to make that argument, Mr Cook said, when it was <b>open</b> the whole policy review process was designed to placate the centre ground.",inapt
