i0,idx,s0,novelty,sid,genre,human_ans
147,673,"Curious subject matter for a children's picture book, you might think, and hardly guaranteed to win the approval of the gimlet-eyed children's book <b>world</b>.",0.029,a1l-fragment01-14,NEWS,industry executives experts universe
148,675,"The <b>way</b> to look at Bye Bye Baby, they insist, is as a ‘light, surreal comedy’.",-0.176,a1l-fragment01-17,NEWS,manner nature strategy approach method
149,683,"The visual inspiration for the book was the famous advert for Start-rite shoes, <b>showing</b> a small boy and girl walking off down a tree-lined avenue — an innocent image if ever there was one.",-0.156,a1l-fragment01-20,NEWS,depicting displaying exhibiting
150,685,"The visual inspiration for the book was the famous advert for Start-rite shoes, showing a small boy and girl walking off down a tree-lined avenue — an <b>innocent</b> image if ever there was one.",0.114,a1l-fragment01-20,NEWS,pure wholesome immaculate
151,715,"The couple still maintain close links with local schools, where they spend hours researching, sketching and <b>absorbing</b> jokes.",0.333,a1l-fragment01-35,NEWS,engrossing enjoying hearing digesting
152,726,"But people seem to think that stories are written to a <b>prescription</b>, that you sit down and say, you don't want it to be sexist, you don't want it to be racist.",0.467,a1l-fragment01-48,NEWS,recipe script stereotype edict
153,728,Their books are <b>full</b> of female breadwinners and New Men changing nappies and comforting bawling babies in the small hours.,-0.235,a1l-fragment01-51,NEWS,chock-full packed awash
154,733,"With that characteristically <b>strong</b> statement, he puts his finger on the secret of the Ahlbergs' phenomenal success with adults and children alike.",-0.3,a1l-fragment01-54,NEWS,robust bold confident firm powerful
155,735,"With that characteristically strong statement, he puts his <b>finger</b> on the secret of the Ahlbergs' phenomenal success with adults and children alike.",0.242,a1l-fragment01-54,NEWS,digit pointer
156,739,The revolution the countryside needs: Christian Wolmar says Britain is lagging behind in <b>setting</b> up ‘telecottages’,0.059,a1m-fragment01-1,NEWS,starting building
157,742,THE information technology revolution has left large swaths of rural Britain <b>untouched</b>.,-0.031,a1m-fragment01-3,NEWS,behind unspoiled alone undisturbed unused
158,752,"He reckons there are no shortages of possible uses — farmers can use it to do their accounts, women with child-care responsibilities can work in their own time on the word processors, publicity <b>material</b> for local craftsmen can be produced and so on.",0.094,a1m-fragment01-12,NEWS,briefs information tools paraphernalia items
159,753,"He reckons there are no shortages of possible uses — farmers can use it to do their accounts, women with child-care responsibilities can work in their own time on the word processors, publicity material for local craftsmen can be <b>produced</b> and so on.",0.029,a1m-fragment01-12,NEWS,made created printed
160,756,"So far about 100 have been established, mainly in Scandinavia but also in Japan and several third <b>world</b> countries.",-0.061,a1m-fragment01-14,NEWS,nation society
161,758,The first was <b>opened</b> in the village of Vemdalen in the remote forests of Sweden in September 1985.,-0.188,a1m-fragment01-16,NEWS,revealed introduced founded established unlocked launched
162,759,"The <b>impact</b>, according to Henning Albrechsten, president of Telecottages International who has been involved in their development since the outset, was immediate.",0.032,a1m-fragment01-17,NEWS,effect consequence
163,760,"The impact, according to Henning Albrechsten, president of Telecottages International who has been involved in their development since the outset, was <b>immediate</b>.",0.194,a1m-fragment01-17,NEWS,instant prompt instantaneous
164,763,"‘By holding open meetings for children and having the telecottage above the local store, people of all <b>walks</b> of life came in - small-scale entrepreneurs and their spouses, shop assistants, craftspeople and children.",-0.118,a1m-fragment01-18,NEWS,areas strides
165,770,The most advanced is a <b>plan</b> for five in the north of Scotland which will be funded by the Highlands and Islands Development Board and British Telecom.,0.0,a1m-fragment01-22,NEWS,scheme suggestion proposal
166,772,Colin Pavey of British Telecom hopes that they will be running by the <b>end</b> of the year.,-0.273,a1m-fragment01-23,NEWS,final termination boundary conclusion close turn
167,776,Telephone cables in the region are being upgraded to ensure they are capable of <b>handling</b> faxes.,-0.03,a1m-fragment01-26,NEWS,managing utilising taking conducting
168,780,Henning Albrechsten reckons that it <b>takes</b> three years for a telecottage to be able to function without subsidy.,-0.29,a1m-fragment01-35,NEWS,is needs accepts requires
169,783,"In Scandinavia, with their mixed economies, money is always available, after a <b>bit</b> of persuasion, from both local and central government.",-0.088,a1m-fragment01-36,NEWS,piece tad smidgen hint
170,794,Mr Dobbs sighs: ‘This is a typically British bureaucratic <b>response</b>.,-0.182,a1m-fragment01-39,NEWS,reply answer reaction
171,797,"As for the private <b>sector</b>, while BT may be happy to provide pump priming for five telecottages in the north of Scotland, it is not about to bankroll a nationwide network.",0.0,a1m-fragment01-42,NEWS,division section field
172,809,"But the villages are <b>dying</b>, becoming suburbs or dormitories where few people work but many sleep.",0.0,a1m-fragment01-47,NEWS,declining receding disappearing contracting dwindling
173,813,"Employment in agriculture, still the main rural industry, fell from over a million in the mid-Sixties to <b>under</b> 100,000 now.",-0.242,a1m-fragment01-48,NEWS,below beneath
174,814,"The <b>aim</b> of telecottages is to create well-paid, flexible employment which will provide new jobs and make existing rural industries more competitive.",-0.031,a1m-fragment01-49,NEWS,point objective focus goal target
175,815,"The aim of telecottages is to create well-paid, <b>flexible</b> employment which will provide new jobs and make existing rural industries more competitive.",0.147,a1m-fragment01-49,NEWS,adaptable versatile mold-able
176,821,The abstract <b>talk</b> of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages.,0.086,a1m-fragment01-53,NEWS,idea discussion sound communication babble
177,824,The abstract talk of commuting by rail or road being replaced by information technology finds a <b>concrete</b> expression in the idea of telecottages.,0.333,a1m-fragment01-53,NEWS,solid material explicit
178,825,"Once people <b>overcome</b> their fears about computers and begin to use them in telecottages, they acquire their own equipment.",0.176,a1m-fragment01-54,NEWS,conquer face defeat
179,828,Henning Albrechsten says: ‘Modern information technology has given people in remote regions the opportunity to overcome their worst <b>handicap</b>; their distance from the centres of learning and development.’,0.258,a1m-fragment01-56,NEWS,disadvantage disability impediment obstacle
180,830,"He <b>sees</b> them as not only strengthening small communities, but also as actually beginning to reverse the population flows from the countryside to the towns.",-0.176,a1m-fragment01-57,NEWS,perceives views considers
181,835,"Britain, with its growing traffic problems, seems an ideal place for the onset of this <b>revolution</b>.",0.382,a1m-fragment01-58,NEWS,rebellion innovation change anarchy idea
182,836,"Despite Mr Dobbs's <b>tireless</b> efforts, this is another revolution which Britain is likely to be viewing from the sidelines.",0.419,a1m-fragment01-59,NEWS,countless ongoing determined vigorous strenuous faithful
183,840,Rugby Union: Welsh <b>horizon</b> all turns black,0.281,a1n-fragment09-201,NEWS,landscape skyline view boundary
184,853,"The New Zealanders, appropriately garbed in funereal black, arrive next week to scatter the <b>ashes</b>.",0.257,a1n-fragment09-205,NEWS,remains
185,861,Losing was one thing but to lose as spinelessly as the Welsh XV did to Bridgend on Saturday was to add insult to severely <b>injured</b> pride.,0.0,a1n-fragment09-207,NEWS,hurt damaged wounded dented
186,863,"‘In all honesty we should have won by at least 15 points,’ Brian Nicholas, the Bridgend <b>coach</b>, said.",-0.118,a1n-fragment09-208,NEWS,mentor trainer teacher instructor
187,864,"As if 24-17 and derisive <b>chants</b> of ‘Easy, easy’ were not bad enough, this humiliation was against a side who have made a wretched start to the season — a week earlier Pontypool had given them a 35-6 going-over — and were short of at least half-a-dozen first-choice players.",0.059,a1n-fragment09-209,NEWS,shouts calls vocals
188,878,"His plans in ruins, he is now <b>reduced</b>, Micawber-like, to hoping something will turn up before his players face the All Blacks in five short weeks.",-0.033,a1n-fragment09-212,NEWS,lessened hoping inverted shrunk
189,880,"His plans in ruins, he is now reduced, Micawber-like, to hoping something will turn up before his players <b>face</b> the All Blacks in five short weeks.",0.029,a1n-fragment09-212,NEWS,play fight
190,882,"At Bridgend he looked in despair, and he almost <b>admitted</b> as much: ‘I hope we can pull it together but sometimes I have my doubts.’",0.176,a1n-fragment09-213,NEWS,confessed professed acknowledged
191,884,"But another selector confided the truth that Wales should be <b>giving</b> club opposition a hammering — and at half-time, building on their win over Newbridge, it looked as if they would.",-0.206,a1n-fragment09-215,NEWS,providing handing offering
